calibre_id,title,authors,publisher,year,subjects,topic_tags,rating,formats,description
2119,The Glass Castle: A Memoir,Jeannette Walls,Simon and Schuster,2005,Biography; West Virginia; General; United States; Literary; Biography & Autobiography; Rennette; Problem Families; Dysfunctional Families; Poor; Problem Families - West Virginia - Welch; Homeless Persons - New York (State) - New York - Family Relationships; Walls; Jeannette; Poor - West Virginia - Welch; Case Studies; Children of Alcoholics - United States; Welch; Problem Families - United States; Homeless Persons; Children of Alcoholics - West Virginia - Welch; Children of Alcoholics,biography,8,epub; lit,"Jeannette Walls grew up with parents whose ideals and stubborn nonconformity were both their curse and their salvation. Rex and Rose Mary Walls had four children. In the beginning, they lived like nomads, moving among Southwest desert towns, camping in the mountains. Rex was a charismatic, brilliant man who, when sober, captured his children's imagination, teaching them physics, geology, and above…"
1959,On Intelligence,Jeff Hawkins; Sandra Blakeslee,Macmillan,2004,Science; General; Computers; Medical; Psychology; Neural Networks; Cognitive Psychology; Brain; Neural Networks (Computer Science); Atomic & Molecular; Intelligence (AI) & Semantics; Neuroscience; Physics; Intellect; Artificial Intelligence,ai_ml; neuroscience; psychology; computing; science_general; linguistics,8,epub; mobi; pdf,"From the inventor of the PalmPilot comes a new and compelling theory of intelligence, brain function, and the future of intelligent machines Jeff Hawkins, the man who created the PalmPilot, Treo smart phone, and other handheld devices, has reshaped our relationship to computers. Now he stands ready to revolutionize both neuroscience and computing in one stroke, with a new understanding of intellig…"
2121,On Intelligence,Jeff Hawkins; Sandra Blakeslee,Macmillan,2004,Science; General; Computers; Medical; Psychology; Neural Networks; Cognitive Psychology; Brain; Neural Networks (Computer Science); Atomic & Molecular; Intelligence (AI) & Semantics; Neuroscience; Physics; Intellect; Artificial Intelligence,ai_ml; neuroscience; psychology; computing; science_general; linguistics,8,epub; lit; mobi,"From the inventor of the PalmPilot comes a new and compelling theory of intelligence, brain function, and the future of intelligent machines Jeff Hawkins, the man who created the PalmPilot, Treo smart phone, and other handheld devices, has reshaped our relationship to computers. Now he stands ready to revolutionize both neuroscience and computing in one stroke, with a new understanding of intellig…"
1957,Balance of Fate,Jeff Inlo,Jeff Inlo,2011,delver; Fantasy; inlo; delver magic; fantasy action,fiction_fantasy,,epub; mobi,"Ryson Acumen finds that his time of service to the land of Uton is not yet complete. Together with Holli Brances and Lief Woodson, they must work together once more to end a growing threat and to meet their own undeniable destinies. It is not without loss or sacrifice as they struggle to battle grotesque forces of malevolence. Enemies once forgotten return to hold sway over each ensuing conflict."
2122,Balance of Fate,Jeff Inlo,Jeff Inlo,2011,delver; Fantasy; inlo; delver magic; fantasy action,fiction_fantasy,,epub; lit,"Ryson Acumen finds that his time of service to the land of Uton is not yet complete. Together with Holli Brances and Lief Woodson, they must work together once more to end a growing threat and to meet their own undeniable destinies. It is not without loss or sacrifice as they struggle to battle grotesque forces of malevolence. Enemies once forgotten return to hold sway over each ensuing conflict."
1956,Sanctum's Breach,Jeff Inlo,Jeff Inlo,2011,delver; Fantasy; inlo; delver magic; fantasy adventure,fiction_fantasy,,epub; mobi,"A rolling tremor passes through the land of Uton signaling a return of long absent magic as well as violent, evil creatures bent on shredding the very fabric of reality. Ryson Acumen, purebred delver, learns that legends he considered fables hold more truth than fantasy. He discovers the Sphere of Ingar is free from its tomb in Sanctum Mountain and it threatens to obliterate all life."
2123,Sanctum's Breach,Jeff Inlo,Jeff Inlo,2011,delver; Fantasy; inlo; delver magic; fantasy adventure,fiction_fantasy,,epub; lit,"A rolling tremor passes through the land of Uton signaling a return of long absent magic as well as violent, evil creatures bent on shredding the very fabric of reality. Ryson Acumen, purebred delver, learns that legends he considered fables hold more truth than fantasy. He discovers the Sphere of Ingar is free from its tomb in Sanctum Mountain and it threatens to obliterate all life."
1954,Throne of Vengeance,Jeff Inlo,Jeff Inlo,2011,delver; Fantasy; inlo; delver magic; jeff inlo,fiction_fantasy,,epub; mobi,"The Sphere of Ingar has been destroyed, but a growing wind of rebellion leads to a new threat. The dwarf queen, Yave, declares war on the algors. Ryson Acumen attempts to intervene as the algors fight for their very existence and the elves threaten to unleash their own weapon of sheer terror. The overriding need that brought the races together is gone, and the land of Uton fractures into chaos."
2124,Throne of Vengeance,Jeff Inlo,Jeff Inlo,2011,delver; Fantasy; inlo; delver magic; jeff inlo,fiction_fantasy,,epub; lit,"The Sphere of Ingar has been destroyed, but a growing wind of rebellion leads to a new threat. The dwarf queen, Yave, declares war on the algors. Ryson Acumen attempts to intervene as the algors fight for their very existence and the elves threaten to unleash their own weapon of sheer terror. The overriding need that brought the races together is gone, and the land of Uton fractures into chaos."
1966,Eternity's End,Jeffrey A. Carver,,2010,Science Fiction,fiction_sf; fiction_general; science_general,,epub; mobi,"Set in the Star Riggers universe and features the search for the legendary ghost ship Impris and her crew, whose fate is entwined with interstellar piracy, quantum defects in spacetime, galactic coverup conspiracies, and deep-cyber romance."
2125,Eternity's End,Jeffrey A. Carver,,2010,Science Fiction,fiction_sf; fiction_general; science_general,,epub; lit,"Set in the Star Riggers universe and features the search for the legendary ghost ship Impris and her crew, whose fate is entwined with interstellar piracy, quantum defects in spacetime, galactic coverup conspiracies, and deep-cyber romance."
1953,Neptune Crossing,Jeffrey A. Carver,Tor Books,1994,Science Fiction,fiction_sf; fiction_general; science_general,,epub; mobi,
2126,Neptune Crossing,Jeffrey A. Carver,Tor Books,1994,Science Fiction,fiction_sf; fiction_general; science_general,,epub; lit; mobi,
1952,Middlesex,Jeffrey Eugenides,Picador,0101,Rennette,,,epub; mobi,"""I was born twice: first, as a baby girl, on a remarkably smogless Detroit day of January 1960; and then again, as a teenage boy, in an emergency room near Petoskey, Michigan, in August of l974. . . My birth certificate lists my name as Calliope Helen Stephanides. My most recent driver’s license...records my first name simply as Cal.""So begins the breathtaking story of Calliope Stephanides and thr…"
2127,Middlesex,Jeffrey Eugenides,Picador,0101,Rennette,,,epub; lit,"""I was born twice: first, as a baby girl, on a remarkably smogless Detroit day of January 1960; and then again, as a teenage boy, in an emergency room near Petoskey, Michigan, in August of l974. . . My birth certificate lists my name as Calliope Helen Stephanides. My most recent driver’s license...records my first name simply as Cal.""So begins the breathtaking story of Calliope Stephanides and thr…"
1955,"My Mistress's Sparrow Is Dead : Great Love Stories, from Chekhov to Munro",Jeffrey Eugenides,,2011,Rennette,,,epub; mobi,
2128,"My Mistress's Sparrow Is Dead : Great Love Stories, from Chekhov to Munro",Jeffrey Eugenides,,2011,Rennette,,,epub; lit,
1949,The Marriage Plot,Jeffrey Eugenides,"Farrar, Straus and Giroux",2011,Fiction.Contemporary; Rennette,fiction_general,6,epub; mobi,"Amazon.com Review Amazon Best Books of the Month, October 2011: Even among authors, Jeffrey Eugenides possesses a rare talent for being able to inhabit his characters. In The Marriage Plot , his third novel and first in ten years (following the Pulitzer Prize-winning Middlesex ), Eugenides describes a year or so in the lives of three college seniors at Brown in the early 80s. There is Madeleine, a…"
2131,The Marriage Plot,Jeffrey Eugenides,"Farrar, Straus and Giroux",2011,Fiction.Contemporary; Rennette,fiction_general,6,epub; lit,"Amazon.com Review Amazon Best Books of the Month, October 2011: Even among authors, Jeffrey Eugenides possesses a rare talent for being able to inhabit his characters. In The Marriage Plot , his third novel and first in ten years (following the Pulitzer Prize-winning Middlesex ), Eugenides describes a year or so in the lives of three college seniors at Brown in the early 80s. There is Madeleine, a…"
1948,The Virgin Suicides,Jeffrey Eugenides,Picador,2009,Fiction; Rennette,fiction_general,,epub; mobi,"SUMMARY: First published in 1993, The Virgin Suicides announced the arrival of a major new American novelist. In a quiet suburb of Detroit, the five Lisbon sisters--beautiful, eccentric, and obsessively watched by the neighborhood boys--commit suicide one by one over the course of a single year. As the boys observe them from afar, transfixed, they piece together the mystery of the family's fatal m…"
2132,The Virgin Suicides,Jeffrey Eugenides,Picador,2009,Fiction; Rennette,fiction_general,,epub; lit,"SUMMARY: First published in 1993, The Virgin Suicides announced the arrival of a major new American novelist. In a quiet suburb of Detroit, the five Lisbon sisters--beautiful, eccentric, and obsessively watched by the neighborhood boys--commit suicide one by one over the course of a single year. As the boys observe them from afar, transfixed, they piece together the mystery of the family's fatal m…"
1951,CLR via C#,Jeffrey Richter,,2011,C#,,,epub; mobi; pdf,
2133,CLR via C#,Jeffrey Richter,,2011,C#,,,epub; lit; pdf,
1950,"The Life Plan: How Any Man Can Achieve Lasting Health, Great Sex, and a Stronger, Leaner Body",Jeffry S Life,Atria Books,2011,General; Men; Family & Relationships; Self-Help; Aging; Health and Hygiene; Health & Fitness; Men's Health; Parenting; Exercise; Men - Health and Hygiene,self_help,6,epub; mobi,"This guy is for real— And he knows that it’s never too late to transform your body. It’s very likely that you have seen Dr. Jeffry Life before. And if you have, you might have thought, How can this seventy-two-year-old doctor have the body of a thirty-year-old? But his photos are very real, and you can look just as good as he does when you take control of your health. Back in 1998, Dr. Life was si…"
2134,"The Life Plan: How Any Man Can Achieve Lasting Health, Great Sex, and a Stronger, Leaner Body",Jeffry S Life,Atria Books,2011,General; Men; Family & Relationships; Self-Help; Aging; Health and Hygiene; Health & Fitness; Men's Health; Parenting; Exercise; Men - Health and Hygiene,self_help,6,epub; lit; mobi,"This guy is for real— And he knows that it’s never too late to transform your body. It’s very likely that you have seen Dr. Jeffry Life before. And if you have, you might have thought, How can this seventy-two-year-old doctor have the body of a thirty-year-old? But his photos are very real, and you can look just as good as he does when you take control of your health. Back in 1998, Dr. Life was si…"
